source,correction,domain
Перенесенные состояния:  операции Аппендэктомия: и тонзилэктомия в детстве  Респираторные заболевания   Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия напряжения; остеохондроз позвоночника; Хр железодефицитная анемия,Перенесённые состояния:  операции Аппендэктомия: и тонзилэктомия в детстве  Респираторные заболевания   Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия напряжения; остеохондроз позвоночника; Хр железодефицитная анемия,MedSpellChecker
"поверхостный гастрит, хр","поверхностный гастрит, хр",MedSpellChecker
"СД, язвенную болезнь, заболевания печени, почек, легких в анмнезе отрицает","СД, язвенную болезнь, заболевания печени, почек, лёгких в анамнезе отрицает",MedSpellChecker
"СД, язвенную болезнь, ОНМК заболевания почек отрицает","СД, язвенную болезнь, ОНМК заболевания почек отрицает",MedSpellChecker
"Хронические заболевания в анамнезе  : гастрит хронический, ремиссия; вибрационная болезнь    Наследственность:  не отягощена    Аллергологический анамнез  : без особенностей    Вредные привычки:  курение 1 пачка в день с 14-летнего возраста; алкоголь по 50-100мл водки в среднем 4 раза в неделю    Профессиональные вредности  (ранее работал клепальщиком): локальная вибрация, передающаяся на руки","Хронические заболевания в анамнезе  : гастрит хронический, ремиссия; вибрационная болезнь    Наследственность:  не отягощена    Аллергологический анамнез  : без особенностей    Вредные привычки:  курение 1 пачка в день с 14-летнего возраста; алкоголь по 50-100мл водки в среднем 4 раза в неделю    Профессиональные вредности  (ранее работал клепальщиком): локальная вибрация, передающаяся на руки",MedSpellChecker
Хронические заболевания в анамнезе  : ИБС: дебют 11.06.13 - ИМ; остеохондроз позвоночника: грыжи в грудном отделе; язвенная болезнь желудка 2007г,Хронические заболевания в анамнезе: ИБС: дебют 11.06.13 - ИМ; остеохондроз позвоночника: грыжи в грудном отделе; язвенная болезнь желудка 2007 г.,MedSpellChecker
время не курит   Условия труда  : автослесарь   Образ жизни  : бытовые условия удовлетворительные; питание регулярное,время не курит   Условия труда  : автослесарь   Образ жизни  : бытовые условия удовлетворительные; питание регулярное,MedSpellChecker
Гинекологический анамнез:  Менопауза: с 50 лет   Страховой анамнез:  работает; больничный лист нет; дата выдачи больничного листа 24.03.2013   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает,Гинекологический анамнез:  Менопауза: с 50 лет   Страховой анамнез:  работает; больничный лист нет; дата выдачи больничного листа 24.03.2013   Аллергологический анамнез: без особенностей   Вредные привычки:  отрицает,MedSpellChecker
Перенесенные состояния:  операции: отрицает  Респираторные заболевания   Хронические заболевания в анамнезе  : ИБС; стенокардия напряжения   Наследственность:  не отягощена   Страховой анамнез:  работает; больничный лист нет; инвалидность нет   Вредные привычки:  отрицает; курение бросил 1 год назад,Перенесённые состояния: операции: отрицает. Респираторные заболевания. Хронические заболевания в анамнезе: ИБС; стенокардия напряжения. Наследственность: не отягощена. Страховой анамнез: работает; больничный лист нет; инвалидность нет. Вредные привычки: отрицает; курение бросил 1 год назад,MedSpellChecker
"Заболевания сердца, легких, органов ЖКТ, в том числе язвенную болезнь, заболевания почек, СД, ОНМК и ОИМ в анамнезе отрицает","Заболевания сердца, лёгких, органов ЖКТ, в том числе язвенную болезнь, заболевания почек, СД, ОНМК и ОИМ в анамнезе отрицает",MedSpellChecker
Эутиреоз Гипергликемия натощак   Хронические заболевания в анамнезе  : хроническая обструктивная болезнь легких: легкое течение ремиссия; язвенная болезнь двенадцатиперстной кишки; ЖКБ: Холецистэктомия в октябре 2013 г; Гиперплазия предстательной железы,Эутиреоз Гипергликемия натощак   Хронические заболевания в анамнезе  : хроническая обструктивная болезнь лёгких: лёгкое течение ремиссия; язвенная болезнь двенадцатиперстной кишки; ЖКБ: Холецистэктомия в октябре 2013 г; Гиперплазия предстательной железы,MedSpellChecker
"Эритематозная гастропатия, эрозивная дуоденопатия","Эритематозная гастропатия, эрозивная дуоденопатия",MedSpellChecker
Хронические заболевания в анамнезе  : хроническая обструктивная болезнь легких: ремиссия,Хронические заболевания в анамнезе: хроническая обструктивная болезнь лёгких: ремиссия,MedSpellChecker
"ХРонический пиелонефрит, ремиссия","Хронический пиелонефрит, ремиссия",MedSpellChecker
ПРи поступлении - гипегликемия натощак 28ммоль/л,При поступлении - гипергликемия натощак 28ммоль/л,MedSpellChecker
"Наследственность- у отца ГБ  Вредные привычки - курил в течение 25 лет по 1/2 пачке сигарет в день, в настоящее время не курит, алкоголем не злоупотребляет","Наследственность- у отца ГБ  Вредные привычки - курил в течение 25 лет по 1/2 пачке сигарет в день, в настоящее время не курит, алкоголем не злоупотребляет",MedSpellChecker
Родился в Свердловской области,Родился в Свердловской области,MedSpellChecker
"Перенесенные состояния:   операции: по поводу тупой травмы живота с разрывом желудка и кишки в 1974 г., по поводу паховых грыж с 2-х сторон в 1976 и 1980 гг","Перенесённые состояния: операции: по поводу тупой травмы живота с разрывом желудка и кишки в 1974 г., по поводу паховых грыж с 2-х сторон в 1976 и 1980 гг",MedSpellChecker
"Наследственность:  заболевания у родственников отец: умер от алкогольной интоксикации, мать: ГБ, брат: здоров    Страховой анамнез:  работает; больничный лист нужен; дата выдачи больничного листа 27.12.2015    Аллергологический анамнез  : без особенностей    Вредные привычки:  курение более 30 лет 2 п/д--0,5 п/д","Наследственность: заболевания у родственников отец: умер от алкогольной интоксикации, мать: ГБ, брат: здоров. Страховой анамнез:  работает; больничный лист нужен; дата выдачи больничного листа 27.12.2015. Аллергологический анамнез: без особенностей. Вредные привычки: курение более 30 лет 2 п/д – 0,5 п/д",MedSpellChecker
Работала секретарем,Работала секретарём,MedSpellChecker
"Ушивание левосторонней паховой грыжи, 1968г","Ушивание левосторонней паховой грыжи, 1968г",MedSpellChecker
"Заболевания легких, печени, почек отрицает","Заболевания лёгких, печени, почек отрицает",MedSpellChecker
"Работает водителем, дальнобойщик","Работает водителем, дальнобойщик",MedSpellChecker
Проживает в г. Лелинграде с 1961,Проживает в г. Ленинграде с 1961,MedSpellChecker
Инфаркт передний распространенный с з.Q от 15-17.09.13,Инфаркт передний распространённый с з.Q от 15-17.09.13,MedSpellChecker
Официально не работает,Официально не работает,MedSpellChecker
Страховой анамнез:  работает; больничный лист нужен; дата выдачи больничного листа 31.01.2015    Аллергологический анамнез  : без особенностей,Страховой анамнез:  работает; больничный лист нужен; дата выдачи больничного листа 31.01.2015    Аллергологический анамнез  : без особенностей,MedSpellChecker
Перенесенные состояния:  травмы черепно-мозговая травма: ЗЧМТ в анамнезе,Перенесённые состояния: травмы черепно-мозговая травма: ЗЧМТ в анамнезе,MedSpellChecker
Ушиб головного мозга легкой степени тяжести от 10.08.11,Ушиб головного мозга лёгкой степени тяжести от 10.08.11,MedSpellChecker
Хронические заболевания в анамнезе  : хроническая обструктивная болезнь легких; язвенная болезнь желудка; ЦВБ.ДЭ,Хронические заболевания в анамнезе: хроническая обструктивная болезнь лёгких; язвенная болезнь желудка; ЦВБ. ДЭ,MedSpellChecker
Аллергологический анамнез на лекарственные препараты - спокойный,Аллергологический анамнез на лекарственные препараты - спокойный,MedSpellChecker
"калькулезный холецистит, ремиссия","калькулёзный холецистит, ремиссия",MedSpellChecker
Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия; МКБ; ЖКБ   Наследственность:  неизвестна   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение не курит; алкоголь умеренно,Хронические заболевания в анамнезе: ГБ; ИБС; стенокардия; МКБ; ЖКБ. Наследственность: неизвестна. Аллергологический анамнез: без особенностей. Вредные привычки: курение не курит; алкоголь умеренно,MedSpellChecker
"Нетрудоспособность, со слов, с 27.10.2014г","Нетрудоспособность, со слов, с 27.10.2014 г.",MedSpellChecker
Пациент был осмотрен годом ранее по аналогичному поводу,Пациент был осмотрен годом ранее по аналогичному поводу,MedSpellChecker
"Спаечная болезнь, адгезиолизис 1996г","Спаечная болезнь, адгезиолизис 1996 г.",MedSpellChecker
Дегенеративно-дистрофическое заболевание позвоночника,Дегенеративно-дистрофическое заболевание позвоночника,MedSpellChecker
Хронические заболевания в анамнезе: ГБ; стенокардия; гастрит хронический; НТГ,Хронические заболевания в анамнезе: ГБ; стенокардия; гастрит хронический; НТГ,MedSpellChecker
Страховой анамнез:  работает; больничный лист есть; дата выдачи больничного листа 25.03.2015; перв б/л с 21.03.15-25.03.15г,Страховой анамнез:  работает; больничный лист есть; дата выдачи больничного листа 25.03.2015; перв б/л с 21.03.15-25.03.15г,MedSpellChecker
Ревматоидный артрит (базистная терапия,Ревматоидный артрит (базисная терапия,MedSpellChecker
Перенесенные состояния:  операции: отрицает  Респираторные заболевания   Хронические заболевания в анамнезе  : ГБ; ИБС: ранее отрицает   Наследственность:  заболевания у родственников мать: ГБ   Страховой анамнез:  работает; больничный лист нет; инвалидность отрицает   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное,Перенесённые состояния: операции: отрицает. Респираторные заболевания. Хронические заболевания в анамнезе: ГБ; ИБС: ранее отрицает. Наследственность: заболевания у родственников мать: ГБ. Страховой анамнез: работает; больничный лист нет; инвалидность отрицает. Аллергологический анамнез: без особенностей. Вредные привычки: отрицает. Профессиональные вредности отрицает. Образ жизни: бытовые условия удовлетворительные; питание регулярное,MedSpellChecker
"  ГБ: много лет; стенокардия напряжения в течении месяца; бронхиальная астма: смешанного генеза(симбикорт 1 раз в неделю); гастрит хронический; язвенная болезнь желудка ремиссия, резекция желудка","ГБ: много лет; стенокардия напряжения в течение месяца; бронхиальная астма: смешанного генеза (симбикорт 1 раз в неделю); гастрит хронический; язвенная болезнь желудка ремиссия, резекция желудка.",MedSpellChecker
"Наследственность - уне отягощена  Вредные привычки - курит 30 лет по 1 пачке сигарет в день, алкоголем не злоупотребляет","Наследственность - не отягощена. Вредные привычки - курит 30 лет по 1 пачке сигарет в день, алкоголем не злоупотребляет",MedSpellChecker
"СД, язвенную болезнь, заболевания легких, органов ЖКТ, почек, печени","СД, язвенную болезнь, заболевания лёгких, органов ЖКТ, почек, печени",MedSpellChecker
"Хронические заболевания в анамнезе  : ГБ   Наследственность:  заболевания у родственников отец: ИБС, мать: ГБ   Страховой анамнез:  работает; больничный лист есть; дата выдачи больничного листа 06.11.2010   Аллергологический анамнез  : аллергия на: лек.аллергию отрицает, в анамнезе-аллергический (атопический) дерматит   Вредные привычки:  отрицает   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное","Хронические заболевания в анамнезе  : ГБ   Наследственность:  заболевания у родственников отец: ИБС, мать: ГБ   Страховой анамнез:  работает; больничный лист есть; дата выдачи больничного листа 06.11.2010   Аллергологический анамнез  : аллергия на: лек. аллергию отрицает, в анамнезе-аллергический (атопический) дерматит   Вредные привычки:  отрицает   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное",MedSpellChecker
Ивалиднсти нет,Инвалидности нет,MedSpellChecker
Хронические заболевания в анамнезе  : остеохондроз позвоночника; хроническая обструктивная болезнь легких; гастрит хронический   Наследственность:  заболевания у родственников отец: ОИМ в 45 лет,Хронические заболевания в анамнезе: остеохондроз позвоночника; хроническая обструктивная болезнь лёгких; гастрит хронический. Наследственность:  заболевания у родственников: отец: ОИМ в 45 лет.,MedSpellChecker
"Условия труда  : НСГ страхование жизни.Предыдущее место работы институт кардиологии Выборгское шоссе 2, помощник по хозяйству","Условия труда  : НСГ страхование жизни.Предыдущее место работы институт кардиологии Выборгское шоссе 2, помощник по хозяйству",MedSpellChecker
осмотр   Вредные привычки:  курение более 1 пачки в день,осмотр   Вредные привычки:  курение более 1 пачки в день,MedSpellChecker
Перенсенные заболевания: ЦВБ,Перенесённые заболевания: ЦВБ,MedSpellChecker
"В настоящее время домо-хозяйка, ранее работала на хлебзаводе","В настоящее время домохозяйка, ранее работала на хлебозаводе",MedSpellChecker
Образование реднее,Образование среднее,MedSpellChecker
Хронические заболевания в анамнезе  : ГБ   Наследственность:  не отягощена   Страховой анамнез:  не работает   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение в наст.время не курит,Хронические заболевания в анамнезе: ГБ. Наследственность: не отягощена. Страховой анамнез: не работает. Аллергологический анамнез: без особенностей. Вредные привычки: курение: в наст. время не курит,MedSpellChecker
Перенесенные состояния:  операции: отрицаеит  Респираторные заболевания   Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия напряжения; ОААНК,Перенесённые состояния: операции: отрицает. Респираторные заболевания. Хронические заболевания в анамнезе: ГБ; ИБС; стенокардия напряжения; ОААНК,MedSpellChecker
"операция: стернотомия, МКШ ПМЖА","операция: стернотомия, МКШ ПМЖА",MedSpellChecker
На пенсии по инвалидности 12лет,На пенсии по инвалидности 12 лет,MedSpellChecker
"СН, ГБ   Страховой анамнез:  работает; больничный лист есть; дата выдачи больничного листа 12.11.2011; инвалидность нет   Аллергологический анамнез  : аллергия на: крапивница однократно (на что - не знает)   Вредные привычки:  отрицает   Условия труда  : работает зам.начальником службы безопасности","СН, ГБ. Страховой анамнез: работает; больничный лист есть; дата выдачи больничного листа 12.11.2011; инвалидность нет. Аллергологический анамнез: аллергия на: крапивница однократно (на что – не знает). Вредные привычки: отрицает. Условия труда: работает зам. начальника службы безопасности",MedSpellChecker
Наследственность:  не отягощена   Страховой анамнез:  не работает   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает,Наследственность:  не отягощена   Страховой анамнез:  не работает   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает,MedSpellChecker
"Хронические заболевания в анамнезе  : ГБ; ИБС; варикозная болезнь вен нижних конечностей; хроническая обструктивная болезнь легких: вне обострения; ЗЧМТ в анамнезе   Наследственность:  заболевания у родственников отец: ГБ, хронический алкоголизм, мать: умерла в 88 лет., брат: ОНМК, хронический алкоголизм","Хронические заболевания в анамнезе: ГБ; ИБС; варикозная болезнь вен нижних конечностей; хроническая обструктивная болезнь лёгких: вне обострения; ЗЧМТ в анамнезе. Наследственность: заболевания у родственников отец: ГБ, хронический алкоголизм, мать: умерла в 88 лет, брат: ОНМК, хронический алкоголизм",MedSpellChecker
"алкоголь только по праздникам   Образ жизни  : бытовые условия удовлетворительные; питание регулярное, разнообразное; занятие спортом: в молодости","алкоголь только по праздникам   Образ жизни  : бытовые условия удовлетворительные; питание регулярное, разнообразное; занятие спортом: в молодости",MedSpellChecker
"Перенесенные состояния:  операции: отрицает  Респираторные заболевания  Гепатит ""А"" в 1987   Хронические заболевания в анамнезе  : ГБ; ИБС   Наследственность:  не отягощена   Страховой анамнез:  не работает; инвалидность нет   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение; алкоголь умеренно   Профессиональные вредности","Перенесённые состояния:  операции: отрицает  Респираторные заболевания  Гепатит ""А"" в 1987   Хронические заболевания в анамнезе  : ГБ; ИБС   Наследственность:  не отягощена   Страховой анамнез:  не работает; инвалидность нет   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение; алкоголь умеренно   Профессиональные вредности",MedSpellChecker
"Хронические заболевания в анамнезе  : ГБ; гастрит хронический; грыжа пищеводного ответрстия диафрагмы   Наследственность:  заболевания у родственников мать: ГБ, умерла от ОНМК в 76 лет   Страховой анамнез:  работает   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает   Профессиональные вредности  отрицает","Хронические заболевания в анамнезе  : ГБ; гастрит хронический; грыжа пищеводного отверстия диафрагмы   Наследственность:  заболевания у родственников мать: ГБ, умерла от ОНМК в 76 лет   Страховой анамнез:  работает   Аллергологический анамнез  : без особенностей   Вредные привычки:  отрицает   Профессиональные вредности  отрицает",MedSpellChecker
Пациент обсужден с зав,Пациент обсуждён с зав,MedSpellChecker
Перелом правого локтя - 1999г,Перелом правого локтя - 1999 г.,MedSpellChecker
"Хронический некалькулезный холецистит, ремиссия","Хронический некалькулёзный холецистит, ремиссия",MedSpellChecker
Cостояние после лапароскопически ассистированной резекции сигмовидной кишки от 05.08.13,Cостояние после лапароскопически ассистированной резекции сигмовидной кишки от 05.08.13,MedSpellChecker
В данный момент на пенсии,В данный момент на пенсии,MedSpellChecker
"Гинекологический анамнез:  Менопауза: с марта 2012 г.   Наследственность:  заболевания у родственников отец: ИБС, ОИМ (умер)   Страховой анамнез:  работает; больничный лист есть; дата выдачи больничного листа 15.10.2012   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение 2 пачки сигарет","Гинекологический анамнез:  Менопауза: с марта 2012 г.   Наследственность:  заболевания у родственников отец: ИБС, ОИМ (умер)   Страховой анамнез:  работает; больничный лист есть; дата выдачи больничного листа 15.10.2012   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение 2 пачки сигарет",MedSpellChecker
Приемный сын,Приёмный сын,MedSpellChecker
Хронические заболевания в анамнезе  : ИБС: ИМ 10.2010г,Хронические заболевания в анамнезе  : ИБС: ИМ 10.2010 г,MedSpellChecker
Перенесенные состояния:  операции: отрицает  Респираторные заболевания   Хронические заболевания в анамнезе  : стенокардия напряжения; гастрит хронический   Наследственность:  не отягощена   Страховой анамнез:  работает; больничный лист нет; инвалидность нет   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение бросил 1 год назад; алкоголь только по праздникам   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное,Перенесённые состояния:  операции: отрицает  Респираторные заболевания   Хронические заболевания в анамнезе  : стенокардия напряжения; гастрит хронический   Наследственность:  не отягощена   Страховой анамнез:  работает; больничный лист нет; инвалидность нет   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение бросил 1 год назад; алкоголь только по праздникам   Профессиональные вредности  отрицает   Образ жизни  : бытовые условия удовлетворительные; питание регулярное,MedSpellChecker
Перенесенные состояния:  операции: внематочные беременности в 30 лет и в 32 года,Перенесённые состояния: операции: внематочные беременности в 30 лет и в 32 года,MedSpellChecker
"Хронические заболевания в анамнезе  : В анамнезе ЯБЖ в 80-е гг, гепатит, туберкулез, желтуху, СД, БА, ОНМК отриуает","Хронические заболевания в анамнезе  : В анамнезе ЯБЖ в 80-е гг, гепатит, туберкулёз, желтуху, СД, БА, ОНМК отрицает",MedSpellChecker
"Хронические заболевания в анамнезе  : отрицает: В 2012 г операция на мениске правого воленного сустава    Страховой анамнез:  работает    Аллергологический анамнез  : без особенностей    Вредные привычки:  курение 1 пачка в день    Образ жизни  : бытовые условия удовлетворительные; питание регулярное, разнообразное","Хронические заболевания в анамнезе: отрицает: в 2012 г. операция на мениске правого коленного сустава. Страховой анамнез: работает. Аллергологический анамнез: без особенностей. Вредные привычки: курение 1 пачка в день. Образ жизни: бытовые условия удовлетворительные; питание регулярное, разнообразное",MedSpellChecker
Подробно не выяснить из-за тяжести состояния,Подробно не выяснить из-за тяжести состояния,MedSpellChecker
"Хронические заболевания в анамнезе  : ГБ; ИБС; стенокардия; хроническая обструктивная болезнь легких; хронический холецистит Аппендэктомия, перелом голеней (дважды)   Наследственность:  заболевания у родственников отец: у отца инфаркт миокарда, БА, мать: у матери ГБ, повторные ОНМК   Страховой анамнез:  не работает","Хронические заболевания в анамнезе: ГБ; ИБС; стенокардия; хроническая обструктивная болезнь лёгких; хронический холецистит. Аппендэктомия, перелом голеней (дважды). Наследственность: заболевания у родственников отец: у отца инфаркт миокарда, БА, мать: у матери ГБ, повторные ОНМК. Страховой анамнез: не работает",MedSpellChecker
туберкулез - отрицает,туберкулёз - отрицает,MedSpellChecker
сбор анамнеза затруднен,сбор анамнеза затруднён,MedSpellChecker
Хронические заболевания в анамнезе  : хроническая обструктивная болезнь легких    Страховой анамнез:  работает; больничный лист нет; нужен с 09.08.14    Аллергологический анамнез  : без особенностей    Вредные привычки:  курение,Хронические заболевания в анамнезе: хроническая обструктивная болезнь лёгких    Страховой анамнез:  работает; больничный лист нет; нужен с 09.08.14    Аллергологический анамнез: без особенностей    Вредные привычки:  курение,MedSpellChecker
Накануне (18.02.2012 г,Накануне (18.02.2012 г.,MedSpellChecker
"Куприт до 1 пачке/день, алкоголь не злоупотребляет","Курит до 1 пачке/день, алкоголь не злоупотребляет",MedSpellChecker
"Хронические заболевания в анамнезе  : ОНМК, СД, БА, ЯБ, туберкулез, гепатит отрицает    Страховой анамнез:  работает    Аллергологический анамнез  : без особенностей    Вредные привычки:  курение более 1 пачки в день    Образ жизни  : бытовые условия удовлетворительные; питание регулярное, разнообразное","Хронические заболевания в анамнезе  : ОНМК, СД, БА, ЯБ, туберкулёз, гепатит отрицает    Страховой анамнез:  работает    Аллергологический анамнез  : без особенностей    Вредные привычки:  курение более 1 пачки в день    Образ жизни  : бытовые условия удовлетворительные; питание регулярное, разнообразное",MedSpellChecker
инвалидность нет    Аллергологический анамнез  : без особенностей    Вредные привычки:  курение Курит в течение 50 лет по 1 пачке сигарет в день    Профессиональные вредности  отрицает,инвалидность нет. Аллергологический анамнез: без особенностей. Вредные привычки: курение: курит в течение 50 лет по 1 пачке сигарет в день. Профессиональные вредности отрицает,MedSpellChecker
Аллергологический аанмнез - спокойный,Аллергологический анамнез - спокойный,MedSpellChecker
Хронические заболевания в анамнезе  : ГБ; ИБС; остеохондроз позвоночника; ЖКБ: хронический калькулезный холецистит,Хронические заболевания в анамнезе: ГБ; ИБС; остеохондроз позвоночника; ЖКБ; хронический калькулёзный холецистит.,MedSpellChecker
Срадает хроническим бронхитом,Страдает хроническим бронхитом,MedSpellChecker
"Наследственность:  не отягощена   Страховой анамнез:  работает; дата выдачи больничного листа 12.06.2014   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение 1 пачка в день, около 60 лет","Наследственность:  не отягощена   Страховой анамнез:  работает; дата выдачи больничного листа 12.06.2014   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение 1 пачка в день, около 60 лет",MedSpellChecker
Рентген ОГК от 13.10.2012г,Рентген ОГК от 13.10.2012 г.,MedSpellChecker
Хронические заболевания в анамнезе  : МКБ,Хронические заболевания в анамнезе  : МКБ,MedSpellChecker
Хронические заболевания в анамнезе  : ГБ; варикозная болезнь вен нижних конечностей; экстирпация матки в 2001г   Гинекологический анамнез:  Беременности: 5; Аборты: 2; Роды: 3; Менопауза: 2001г   Наследственность:  не отягощена   Аллергологический анамнез  : без особенностей   Вредные привычки:  : отрицает,Хронические заболевания в анамнезе: ГБ; варикозная болезнь вен нижних конечностей; экстирпация матки в 2001 г. Гинекологический анамнез: беременности: 5; аборты: 2; роды: 3; менопауза: 2001 г. Наследственность: не отягощена. Аллергологический анамнез: без особенностей. Вредные привычки: отрицает.,MedSpellChecker
Перенесенные состояния:  операции: удаление обоих яичников в 1964 и 1984 гг,Перенесённые состояния: операции: удаление обоих яичников в 1964 и 1984 гг,MedSpellChecker
Работает (преподаватель,Работает (преподаватель,MedSpellChecker
"Краниотомия слева, клипирование аневризмы ЛСМА от 23.01.2013г","Краниотомия слева, клипирование аневризмы ЛСМА от 23.01.2013 г.",MedSpellChecker
в настоящий момент не употребляет - эспераль,В настоящий момент не употребляет - эспераль.,MedSpellChecker
Родился в Свердлвской обл,Родился в Свердловской обл,MedSpellChecker
Перенесенные состояния:  операции: отрицает  Респираторные заболевания   Хронические заболевания в анамнезе  : ГБ; Гепатит А в детстве,Перенесённые состояния: операции: отрицает Респираторные заболевания Хронические заболевания в анамнезе : ГБ; Гепатит А в детстве,MedSpellChecker
Наследственность: брат - тромбофиллия,Наследственность: брат – тромбофилия,MedSpellChecker
"ОНМК, СД, Язвенную болезнь, заболевания печени, легких отрицает","ОНМК, СД, язвенную болезнь, заболевания печени, лёгких отрицает",MedSpellChecker
"Туберкулез, малярию отрицает","Туберкулёз, малярию отрицает",MedSpellChecker
"Хронические заболевания в анамнезе  : остеохондроз позвоночника: шейного отдела   Наследственность:  заболевания у родственников отец: ИМ - умер в 57лет, дядя по линии отца - 2 ОНМК   Страховой анамнез:  работает; больничный лист нет; дата выдачи больничного листа 08.12.2011   Аллергологический анамнез  : без особенностей   Вредные привычки:  курение более 1 пачки в день 30 лет; алкоголь умеренно   Условия труда  : водитель   Образ жизни  : бытовые условия удовлетворительные; питание регулярное",Хронические заболевания в анамнезе: остеохондроз позвоночника: шейного отдела. Наследственность: заболевания у родственников: отец: ИМ - умер в 57 лет; дядя по линии отца - 2 ОНМК. Страховой анамнез: работает; больничный лист - нет; дата выдачи больничного листа 08.12.2011. Аллергологический анамнез: без особенностей. Вредные привычки: курение более 1 пачки в день 30 лет; алкоголь умеренно. Условия труда: водитель. Образ жизни: бытовые условия удовлетворительные; питание регулярное.,MedSpellChecker
