source,correction,domain
как это потом развернулось и во что вылилось это другой вопрос,как это потом развернулось и во что вылилось это другой вопрос,RUSpellRU
за несколько дней лаской и терпением привадила к себе его дочурку-пятиклассницу,за несколько дней лаской и терпением привадила к себе его дочурку-пятиклассницу,RUSpellRU
а пестня про любовь,а песня про любовь,RUSpellRU
да ничего конкретного он мало недостижим он еще и не нужен,да ничего конкретного он мало недостижим он еще и не нужен,RUSpellRU
вот мужчину своего на работе видела это да работающего уважаемого такого начальника которого все слушаются узнают который денег многа многа приносит,вот мужчину своего на работе видела это да работающего уважаемого такого начальника которого все слушаются узнают который денег много-много приносит,RUSpellRU
очень часто люди обижаются на то что другой человек не оправдал их ожиданий,очень часто люди обижаются на то что другой человек не оправдал их ожиданий,RUSpellRU
доказав лояльность империуму а точнее достаточное сопротивление опасностям варпа девушку забрали на службу инквизитору,доказав лояльность империуму а точнее достаточное сопротивление опасностям варпа девушку забрали на службу инквизитору,RUSpellRU
спасибо я пешком постою сказал персонаж известной комедии кавказская пленница,спасибо я пешком постою сказал персонаж известной комедии кавказская пленница,RUSpellRU
кароче я пошла в аптеку за валерьянкой и борису за кормом,короче я пошла в аптеку за валерьянкой и борису за кормом,RUSpellRU
черт мне кажется ты я и алена это сестры-близнецы котрые в тдетстве потерялись,черт мне кажется ты я и алена это сестры-близнецы которые в детстве потерялись,RUSpellRU
я не c читаю нужным с вами полемизировать,я не cчитаю нужным с вами полемизировать,RUSpellRU
я катилась на попе потом пыталась отстегнуться у меня не получалось я сидела и плакала потом отстегулась пошла пешком вобщем это был каккойто ужас,я катилась на попе потом пыталась отстегнуться у меня не получалось я сидела и плакала потом отстегнулась пошла пешком в общем это был какой-то ужас,RUSpellRU
последующие 2 дня првела в учениях на выкате и они дали свои результаты я больше не падаю уже умею тихонечко скрестись на заднем канту позавчера даже спустилась по черной трассе,последующие 2 дня провела в учениях на выкате и они дали свои результаты я больше не падаю уже умею тихонечко скрестись на заднем канту позавчера даже спустилась по черной трассе,RUSpellRU
управление кгб узбекистана преступило к сбору компромата на активного священника,управление кгб узбекистана приступило к сбору компромата на активного священника,RUSpellRU
компания тинэйджеров чудачила в одессе на дерибасовской,компания тинэйджеров чудачила в одессе на дерибасовской,RUSpellRU
серые дома и мостовые угрюмые лица и беспросветные декабрьские сумерки,серые дома и мостовые угрюмые лица и беспросветные декабрьские сумерки,RUSpellRU
делать осьминогов из одуванчиков и куколок из шиповника,делать осьминогов из одуванчиков и куколок из шиповника,RUSpellRU
чистое все каникулы я буду лежать на диване и указывать кому из домашних куда пойти чем меня обнести,чистое все каникулы я буду лежать на диване и указывать кому из домашних куда пойти чем меня обнести,RUSpellRU
человеческое сознание априори ограничено в его возможности воспринять созданные б-гом духовные миры и потому вынуждено созерцать только их тень физические объекты косвенно связанные с духовными мирами но по существу представляющие собой лишь иллюзию доступную ограниченному человеческому восприятию,человеческое сознание априори ограничено в его возможности воспринять созданные б-гом духовные миры и потому вынуждено созерцать только их тень физические объекты косвенно связанные с духовными мирами но по существу представляющие собой лишь иллюзию доступную ограниченному человеческому восприятию,RUSpellRU
странно получаеться делать вроде ничего не делаю но ничего не успеваю,странно получается делать вроде ничего не делаю но ничего не успеваю,RUSpellRU
про филаделфию я канеша слегка погорячился,про филадельфию я конечно слегка погорячился,RUSpellRU
там мы я и сережа встретили остальных студентов и пошли по этой самой ночной твери гулять,там мы я и сережа встретили остальных студентов и пошли по этой самой ночной твери гулять,RUSpellRU
молодые люди как вы видете свою свадьбу,молодые люди как вы видите свою свадьбу,RUSpellRU
они предсказуемы не слишком сложны при большом количестве итераций вылетели в минус программы в которые были встроены случайные выборы,они предсказуемы не слишком сложны при большом количестве итераций вылетели в минус программы в которые были встроены случайные выборы,RUSpellRU
в субботу сдал на первй кю,в субботу сдал на первый кю,RUSpellRU
остаеться только кричать его имя в без результат ных поисках его в этой пустоте,остается только кричать его имя в безрезультатных поисках его в этой пустоте,RUSpellRU
серого взял на воспитание охотник и щенок часто проходил на поводке мимо своей бывшей берлоги между гаражами злобно лая на оставшихся как будто никогда их и не знал,серого взял на воспитание охотник и щенок часто проходил на поводке мимо своей бывшей берлоги между гаражами злобно лая на оставшихся как будто никогда их и не знал,RUSpellRU
счас всего уже не упомню но это еще не полный пречень совпадений,сейчас всего уже не упомню но это еще не полный перечень совпадений,RUSpellRU
кокойто я ночной житель што ли,какой-то я ночной житель что ли,RUSpellRU
и они были только на одном стекле машины на водительском на остальных не было вобще никаких узоров,и они были только на одном стекле машины на водительском на остальных не было вообще никаких узоров,RUSpellRU
зима подходит к завершению а мне только сейчас удалось выбраться на каток,зима подходит к завершению а мне только сейчас удалось выбраться на каток,RUSpellRU
не просто-так оне конешно сволочи но не дураки,не просто так они конечно сволочи но не дураки,RUSpellRU
такие действия могут даже привести к рождению в чистых землях среди богов на какое-то время но все-таки человеческое рождение считается наиболее благоприятным так как способствует размышлениям о глубоких жизненных вопросах и само по себе побуждает искать ответы как бы толкая к просветлению,такие действия могут даже привести к рождению в чистых землях среди богов на какое-то время но все-таки человеческое рождение считается наиболее благоприятным так как способствует размышлениям о глубоких жизненных вопросах и само по себе побуждает искать ответы как бы толкая к просветлению,RUSpellRU
и так хочется найти себе такой же магазин тиффани в который можно пойти когда на душе скребутся крысы,и так хочется найти себе такой же магазин тиффани в который можно пойти когда на душе скребутся крысы,RUSpellRU
а ощущения словно я приведение застрявшее между двумя мирами только не опредлиться что это за миры,а ощущения словно я привидение застрявшее между двумя мирами только не определиться что это за миры,RUSpellRU
один мажор науськал малолетних дур участвовать в выставке коров чтобы срубить бабла засветить имя и пустить в оборот папино издательство,один мажор науськал малолетних дур участвовать в выставке коров чтобы срубить бабла засветить имя и пустить в оборот папино издательство,RUSpellRU
вобщем было задание составитьт краткий конспект историистановления психологии унас и зарубежем,в общем было задание составить краткий конспект истории становления психологии у нас и за рубежом,RUSpellRU
в день приема киплинг перепугал весь мир потомучто заболел брюшным тифом и чуть не умер,в день приема киплинг перепугал весь мир потому что заболел брюшным тифом и чуть не умер,RUSpellRU
и наши юные герои болтенков и гринберг вновь попадают в моховик репрессий,и наши юные герои болтенков и гринберг вновь попадают в маховик репрессий,RUSpellRU
из какогото крутоко офеса кричит неподеццки и мешает спать,из какого-то крутого офиса кричит не по-детски и мешает спать,RUSpellRU
стоя в воде по горло в полне отчетливо видишь свои ступни,стоя в воде по горло вполне отчетливо видишь свои ступни,RUSpellRU
и выходют замуж не за тем шоп детей рожать а што п жить в мире удовольствии и согласии,и выходят замуж не за тем чтоб детей рожать а чтоб жить в мире удовольствии и согласии,RUSpellRU
весь мир приклонился бы перед вами и вы носили бы мое имя,весь мир преклонился бы перед вами и вы носили бы мое имя,RUSpellRU
сложно понять да и не стоит пока все хорошо и мы готовы уступать это работает а как только чтото маячить начинает на горизоте то все недоверие ненависть для чего все это,сложно понять да и не стоит пока все хорошо и мы готовы уступать это работает а как только что-то маячить начинает на горизонте то все недоверие ненависть для чего все это,RUSpellRU
спасибо всем тем кто организовал и подарил жителям ярославля и не только этот праздник,спасибо всем тем кто организовал и подарил жителям ярославля и не только этот праздник,RUSpellRU
еще на тему женская обувь наложенным платежом liska лиска,еще на тему женская обувь наложенным платежом liska лиска,RUSpellRU
просветите куда ето вы собрались,просветите куда это вы собрались,RUSpellRU
зато ближе к нам лодочки-утачки ярко-красный мяч на воде из детского стиха дощатые тропинки,зато ближе к нам лодочки-уточки ярко-красный мяч на воде из детского стиха дощатые тропинки,RUSpellRU
порой кажется все это сном от которого неприменно надо проснуться но посмортишь увы это реальная действительность в которой ты застрял как иголка в сене,порой кажется все это сном от которого непременно надо проснуться но посмотришь увы это реальная действительность в которой ты застрял как иголка в сене,RUSpellRU
новосибирские тренеры также отметили успешное выступление людмилы шишкиной которая остановилась в шаге от пьедестала почета в спринте у женщин,новосибирские тренеры также отметили успешное выступление людмилы шишкиной которая остановилась в шаге от пьедестала почета в спринте у женщин,RUSpellRU
при чем еще бонусы ввиде скрытой рекламы ipad и человека с лицом доктора хауса на 40 секунде видео,причем еще бонусы в виде скрытой рекламы ipad и человека с лицом доктора хауса на 40 секунде видео,RUSpellRU
надо в город возращаться,надо в город возвращаться,RUSpellRU
у таких людей солнце слишком яркое и небо черезчур синее,у таких людей солнце слишком яркое и небо чересчур синее,RUSpellRU
большая вероятность что нам такой счет прийдет в конце месеца,большая вероятность что нам такой счет придет в конце месяца,RUSpellRU
не читай больше потомучто я не выдержу и буду писать снова и снова этот бред,не читай больше потому что я не выдержу и буду писать снова и снова этот бред,RUSpellRU
завтра преступлю к работе,завтра приступлю к работе,RUSpellRU
все тебя наровят обнять кричат хабаби и лезут обниматься,все тебя норовят обнять кричат хабаби и лезут обниматься,RUSpellRU
к сожалению завтра солнышко нас гркть будет врядли,к сожалению завтра солнышко нас греть будет вряд ли,RUSpellRU
и в принципе я знаю что если очень чего-то хотеть то неприменно будет,и в принципе я знаю что если очень чего-то хотеть то непременно будет,RUSpellRU
все у меня впринципе замечательно в отличие от некоторых особей женского пола,все у меня в принципе замечательно в отличие от некоторых особей женского пола,RUSpellRU
у все дипрессия это хотябы меня никто не любит никто не понимает а у меня никого не хочу любить никого не хочу понимать пошли все мне никто не нужен,у всех депрессия это хотя бы меня никто не любит никто не понимает а у меня никого не хочу любить никого не хочу понимать пошли все мне никто не нужен,RUSpellRU
так устраивает роль собачек бегать и подрожать бегать и подлизываться,так устраивает роль собачек бегать и подражать бегать и подлизываться,RUSpellRU
челюсти привадить в порядок это не мелочь по карманам тырить,челюсти приводить в порядок это не мелочь по карманам тырить,RUSpellRU
не помню как пишеться слово депресия но настроение от этого не меняется,не помню как пишется слово депрессия но настроение от этого не меняется,RUSpellRU
мелко порезала вишни 500 г чернослива 500 г инжира перемешала преложила в банку залила стаканом рома закрыла притертой крышкой,мелко порезала вишни 500 г чернослива 500 г инжира перемешала переложила в банку залила стаканом рома закрыла притертой крышкой,RUSpellRU
и учтите что скорее всего вы видете их на экране телевизора или на странице журнала,и учтите что скорее всего вы видите их на экране телевизора или на странице журнала,RUSpellRU
там же в универмаге поужинали в симпатичной японской кафешке,там же в универмаге поужинали в симпатичной японской кафешке,RUSpellRU
буду благодарен за коментарии знатоков выборка делается исключительно наслух,буду благодарен за комментарии знатоков выборка делается исключительно на слух,RUSpellRU
она рано или поздно загоняет в угол каждого кто приклонился перед ней,она рано или поздно загоняет в угол каждого кто преклонился перед ней,RUSpellRU
до чего же они хороши в своем ярком необычном оперении,до чего же они хороши в своем ярком необычном оперении,RUSpellRU
я бы так в жизни не стал пользоватся женскими средствами,я бы так в жизни не стал пользоваться женскими средствами,RUSpellRU
в них есть что то зловещее и тайное как должно быт незря символ хрестианства роза символ крови веры и тайны,в них есть что-то зловещее и тайное как должно быть не зря символ христианства роза символ крови веры и тайны,RUSpellRU
а так хочеться что-то мочь менять в этом мире не обезательно менять но обязательно быть способным это зделать,а так хочется что-то мочь менять в этом мире не обязательно менять но обязательно быть способным это сделать,RUSpellRU
жизнь от этих дурацких поручений у краецкого слаще не становилась однако вскоре и ему досталась заслуженная конфета,жизнь от этих дурацких поручений у краецкого слаще не становилась однако вскоре и ему досталась заслуженная конфета,RUSpellRU
порадуйте себя сегодня чем-нибудь сладким и мечтами и путешествиях,порадуйте себя сегодня чем-нибудь сладким и мечтами и путешествиях,RUSpellRU
пункт 1 это тот тест который с вопросами о количестве груп и категориях,пункт 1 это тот тест который с вопросами о количестве групп и категориях,RUSpellRU
когда отдыхаем отдыхаем и все все кажеться таким роозовым пока не переезжаем туда и не начинаем ботрачить в поту,когда отдыхаем отдыхаем и все все кажется таким розовым пока не переезжаем туда и не начинаем батрачить в поту,RUSpellRU
но както все равно поздравляют даже кто не любит,но как-то все равно поздравляют даже кто не любит,RUSpellRU
и только изредка призываем ангела смерти прекрасную деву которая снимет все бремя которая излечит и простит дасто напиться воды да в дальний путь отправит на легке да на вольные хлеба,и только изредка призываем ангела смерти прекрасную деву которая снимет все бремя которая излечит и простит даст напиться воды да в дальний путь отправит налегке да на вольные хлеба,RUSpellRU
обязательно научиться красиво свои работы фотографировать,обязательно научиться красиво свои работы фотографировать,RUSpellRU
деревянный брус и вата в точке росы и они закрыты влагостойким гипроком тоесть влага образуется внутри и несможет выдти наружу как результат вата не работает с первого мороза а деревяхи через 10 лет ваще отвалятся вмести со всем фасадом,деревянный брус и вата в точке росы и они закрыты влагостойким гипроком то есть влага образуется внутри и не сможет выйти наружу как результат вата не работает с первого мороза а деревяхи через 10 лет вообще отвалятся вместе со всем фасадом,RUSpellRU
да и с однокласниками потеряны практически все контакты,да и с одноклассниками потеряны практически все контакты,RUSpellRU
на свежем воздухе кровь активнее насыщается кислородом быстрее несет кислород и питание к клеткам мозга усиливаются процессы окисления обмена веществ высвобождается так необходимая нам энергия рождаются новые биохимические соединения,на свежем воздухе кровь активнее насыщается кислородом быстрее несет кислород и питание к клеткам мозга усиливаются процессы окисления обмена веществ высвобождается так необходимая нам энергия рождаются новые биохимические соединения,RUSpellRU
на голове или шее оно означает что человека могут посещать очень интересные и остроумные идеи,на голове или шее оно означает что человека могут посещать очень интересные и остроумные идеи,RUSpellRU
мужик же молчал как рыба и толлько пялился на болта,мужик же молчал как рыба и только пялился на болта,RUSpellRU
куда ж все котится возмущались мы и не понимали как это может называться женщиной,куда ж все катится возмущались мы и не понимали как это может называться женщиной,RUSpellRU
наконец она повернула голову к любимому и улыбнулась вновь,наконец она повернула голову к любимому и улыбнулась вновь,RUSpellRU
иногда это-то как раз и помогает трезво оценить масштаб собственных проблем,иногда это-то как раз и помогает трезво оценить масштаб собственных проблем,RUSpellRU
название платежной системы не уточняется однако по данным риа новости речь может идти о qiwi обладающей наибольшим количеством терминалов в россии,название платежной системы не уточняется однако по данным риа новости речь может идти о qiwi обладающей наибольшим количеством терминалов в россии,RUSpellRU
взирай полярная звезда я приклонился пред тобою,взирай полярная звезда я преклонился пред тобою,RUSpellRU
весь оффис был в отпаде,весь офис был в отпаде,RUSpellRU
и неприменно светофорные огни,и непременно светофорные огни,RUSpellRU
громкий привет русскому року из челябинска был в свое время,громкий привет русскому року из челябинска был в свое время,RUSpellRU
когда на тебя все смотрит когда на тебя это давит ты говоришь что-то неубедительное,когда на тебя все смотрит когда на тебя это давит ты говоришь что-то неубедительное,RUSpellRU
в качестве причины для ввода такого коэффициента яндекс приводит следующее соображение каждый второй пользователь переходит на вторую страницу с результатами поиска,в качестве причины для ввода такого коэффициента яндекс приводит следующее соображение каждый второй пользователь переходит на вторую страницу с результатами поиска,RUSpellRU
я ничего из этого не понял потому делаю следущий фотошоп,я ничего из этого не понял потому делаю следующий фотошоп,RUSpellRU
конешно и этим летом было много смешных и незабываемых прямой смысл этого слова моментов но все же,конечно и этим летом было много смешных и незабываемых прямой смысл этого слова моментов но все же,RUSpellRU
хотя я заметьте не звал на помощь и даже не включал аварийку,хотя я заметьте не звал на помощь и даже не включал аварийку,RUSpellRU
мне кажется это слишклм сложно,мне кажется это слишком сложно,RUSpellRU
не ты полюбому крут,не ты по-любому крут,RUSpellRU
отчаявшись злой король обратился к своей сестре холике за помощью которая как считалось не горит в огне,отчаявшись злой король обратился к своей сестре холике за помощью которая как считалось не горит в огне,RUSpellRU
я старался двигаться чтобы не попадать в объектив камеры прячась за более рослыми пассажирами,я старался двигаться чтобы не попадать в объектив камеры прячась за более рослыми пассажирами,RUSpellRU
может и впраду в это время спать надо было бы только все же выходит сново так что ложишься за пару минут как срабатывает будильник,может и вправду в это время спать надо было бы только все же выходит снова так что ложишься за пару минут как срабатывает будильник,RUSpellRU
короче ехали мы а вернее плавно котились,короче ехали мы а вернее плавно катились,RUSpellRU
все равно чувствую себя неполноценной потому что никогда не была по-настоящему свободной в выборе,все равно чувствую себя неполноценной потому что никогда не была по-настоящему свободной в выборе,RUSpellRU
ух вчера сумашедший просто день был с одного конца москвы перебиралась на другой,ух вчера сумасшедший просто день был с одного конца москвы перебиралась на другой,RUSpellRU
но пресс выглядет гораздо красивее и более четко благодаря косым мышцам,но пресс выглядит гораздо красивее и более четко благодаря косым мышцам,RUSpellRU
куда это все котится где предел както раньше люди вселяли больше надежды вери чтоли,куда это все катится где предел как-то раньше люди вселяли больше надежды веры что ли,RUSpellRU
он пригласил писательницу в гости и за чашкой чая невзначай спросил почему она назвала майора именно блетчли,он пригласил писательницу в гости и за чашкой чая невзначай спросил почему она назвала майора именно блетчли,RUSpellRU
но если у меня характер будет такойже как хотя бы у одного из них я продам свою почку а на все вырученные деньги накуплю герлянд,но если у меня характер будет такой же как хотя бы у одного из них я продам свою почку а на все вырученные деньги накуплю гирлянд,RUSpellRU
поэтому настроение никакое с больной головой соответсвенно,поэтому настроение никакое с больной головой соответственно,RUSpellRU
но к сожаления что бы откапать такой фильм придется постараться,но к сожалению чтобы откопать такой фильм придется постараться,RUSpellRU
поражаюсь описанному тому что сейчас такое происходит,поражаюсь описанному тому что сейчас такое происходит,RUSpellRU
так чтоже не наместе,так что же не на месте,RUSpellRU
а им отстраивают заново засчет государства,а им отстраивают заново за счет государства,RUSpellRU
компания напрямую нарушила трудовое законодательство китая говорится в отчете,компания напрямую нарушила трудовое законодательство китая говорится в отчете,RUSpellRU
долар за секунду это деньги делить на время,доллар за секунду это деньги делить на время,RUSpellRU
тоесть на личном фронте все хорошо,то есть на личном фронте все хорошо,RUSpellRU
по крайней мере стоит ради обеспечения этих самых гарантий безопасности как и тех что сулят израилю разместить по будущим границам между двумя государствами а то и в них самих солидный военный контингент,по крайней мере стоит ради обеспечения этих самых гарантий безопасности как и тех что сулят израилю разместить по будущим границам между двумя государствами а то и в них самих солидный военный контингент,RUSpellRU
никогда у нас не будет справедливости и мира пока ценность жизни обычного человека,никогда у нас не будет справедливости и мира пока ценность жизни обычного человека,RUSpellRU
для рекламного агенства может быть соглашусь а по сравнению с тем что я каждый день виду на кипре где щас живу это просто мечта,для рекламного агентства может быть соглашусь а по сравнению с тем что я каждый день вижу на кипре где сейчас живу это просто мечта,RUSpellRU
журналистам не должны мешать делать репортажи с общественно важных событий и демонстраций,журналистам не должны мешать делать репортажи с общественно важных событий и демонстраций,RUSpellRU
пытались куить зонт както 45к за зонт душила жаба,пытались купить зонт как-то 45к за зонт душила жаба,RUSpellRU
у меня в срседнем доме такой товарищь живет каждое утро в любую погоду обноженный и надо признаться так легко бежит такое ощущение что все марафоны пробежал первым,у меня в соседнем доме такой товарищ живет каждое утро в любую погоду обнаженный и надо признаться так легко бежит такое ощущение что все марафоны пробежал первым,RUSpellRU
поступив с вами так как он поступил ваш возлюбленный обесценил свои чувства но это не значит что вы должны срочно обесценить свои,поступив с вами так как он поступил ваш возлюбленный обесценил свои чувства но это не значит что вы должны срочно обесценить свои,RUSpellRU
у меня одни деффки и одно лицо кавказской национальности,у меня одни девки и одно лицо кавказской национальности,RUSpellRU
непонятно было зачем все вокруг но радость была такая что едва не лишился чувств,непонятно было зачем все вокруг но радость была такая что едва не лишился чувств,RUSpellRU
правда уши заложены моментами чувствую себя как в вакуме ниче не слышу,правда уши заложены моментами чувствую себя как в вакууме ничего не слышу,RUSpellRU
а он помоему в сиборь уехал или куда то туда где пьют всегда,а он по-моему в сибирь уехал или куда-то туда где пьют всегда,RUSpellRU
сел в такси получил дозу а ля клафилина очнулся у себя в районе на остановке без денег и телефона ниче не помню,сел в такси получил дозу а-ля клофелина очнулся у себя в районе на остановке без денег и телефона ничего не помню,RUSpellRU
вообщем что то не так пропадаю я,в общем что то не так пропадаю я,RUSpellRU
по мнению автора инициативы финансовые векселя смогут использоваться при оформлении задолженности в частности бюджетной включая и оформление платежей по возмещению налога на добавленную стоимость что должно способствовать облегчению взаимоотношений бизнеса с госорганами,по мнению автора инициативы финансовые векселя смогут использоваться при оформлении задолженности в частности бюджетной включая и оформление платежей по возмещению налога на добавленную стоимость что должно способствовать облегчению взаимоотношений бизнеса с госорганами,RUSpellRU
но возникает проблема прибывания в нашем драгоценном метрополитене,но возникает проблема пребывания в нашем драгоценном метрополитене,RUSpellRU
замершего но счастливого ребенка переодели а тут и папа подоспел с мороженым,замершего но счастливого ребенка переодели а тут и папа подоспел с мороженым,RUSpellRU
такие одежды могли бы носиться и пять тысяч лет до нас и пять тысячелетий спустя,такие одежды могли бы носиться и пять тысяч лет до нас и пять тысячелетий спустя,RUSpellRU
и сталбыть лекции которые мы писали тож были секретными,и стало быть лекции которые мы писали тоже были секретными,RUSpellRU
