source,correction,domain
"В добавок к изменеию срока действия ключа, элемент может быть признан недействительным из-за *изменения зависимостей*.","В добавок к изменению срока действия ключа, элемент может быть признан недействительным из-за *изменения зависимостей*.",GitHubTypoCorpusRu
"3. **Если зависимость предоставляет ES5 код, но использует возможности ES6+ без явного перечисления необходимых полифилов (например, Vuetify):** Используйте `useBuiltIns: 'entry'` и затем добавьте `import '@babel/polyfill'` в файл точки входа. Это будет импортировать **ВСЕ** полифилы, на основе целей, перечисленных в `browserslist`, так что вам больше не нужно будет беспокоиться о полифилах для зависимостей, но это скорее всего увеличит размер финальной сборки некоторыми неиспользуемыми полифилами.","3. **Если зависимость предоставляет ES5 код, но использует возможности ES6+ без явного перечисления необходимых полифилов (например, Vuetify):** Используйте `useBuiltIns: 'entry'` и затем добавьте `import '@babel/polyfill'` в файл точки входа. Это будет импортировать **ВСЕ** полифилы на основе целей, перечисленных в `browserslist`, так что вам больше не нужно будет беспокоиться о полифилах для зависимостей, но это скорее всего увеличит размер финальной сборки некоторыми неиспользуемыми полифилами.",GitHubTypoCorpusRu
"Команда `vue add` специально разработана для установки и запуска плагинов Vue CLI. Это не означает, что она заменяет обычные npm-пакеты. Для установки обычных npm-пакетов по-прежнему используйте менеджер пакетов который использовали.","Команда `vue add` специально разработана для установки и запуска плагинов Vue CLI. Это не означает, что она заменяет обычные npm-пакеты. Для установки обычных npm-пакетов по-прежнему используйте менеджер пакетов, который выбрали.",GitHubTypoCorpusRu
"> Только Vue Router 2 совместим с Vue 2, поэтому, если вы обновляете Vue, вы должны также обновить и Vue Router. Поэтому мы включили описание процесса миграции в основную документацию. Для подробной инструкции по использованию новой версии Vue Router, обратитесь к документации [Vue Router](https://router.vuejs.org/ru/).","> Только Vue Router 2 совместим с Vue 2, поэтому если вы обновляете Vue, вы должны также обновить и Vue Router. Поэтому мы включили описание процесса миграции в основную документацию. Для подробной инструкции по использованию новой версии Vue Router, обратитесь к документации [Vue Router](https://router.vuejs.org/ru/).",GitHubTypoCorpusRu
"Этот вопрос можно решить установкой какого-либо из многочисленных дистрибутивов Linux в качестве основной, либо альтернативной операционной системы. Для новичков есть способ проще и быстрее — технологии виртуализации. О этом и поговорим.","Этот вопрос можно решить установкой какого-либо из многочисленных дистрибутивов Linux в качестве основной, либо альтернативной операционной системы. Для новичков есть способ проще и быстрее — технологии виртуализации. Об этом и поговорим.",GitHubTypoCorpusRu
"**Как пользовательский хук получает изолированное состояние?** Каждый вызов хука получает изолированное состояние. Поскольку мы вызываем `useFriendStatus` напрямую, с точки зрения React наш компонент просто вызывает` useState` и `useEffect`. И как мы [узнали](/docs/hooks-state.html#tip-using-multiple-state-variables) [ранее](/docs/hooks-effect.html#tip-use-multiple-effects-to-separate-concerns), мы можем вызывать `useState` и `useEffect` много раз в одном компоненте, и они будут полностью независимы.","**Как пользовательский хук получает изолированное состояние?** Каждый вызов хука получает изолированное состояние. Поскольку мы вызываем `useFriendStatus` напрямую, с точки зрения React наш компонент просто вызывает `useState` и `useEffect`. И как мы [узнали](/docs/hooks-state.html#tip-using-multiple-state-variables) [ранее](/docs/hooks-effect.html#tip-use-multiple-effects-to-separate-concerns), мы можем вызывать `useState` и `useEffect` много раз в одном компоненте, и они будут полностью независимы.",GitHubTypoCorpusRu
- Если запращиваемого `id_expr` не оказалось в словаре:,- Если запрашиваемого `id_expr` не оказалось в словаре:,GitHubTypoCorpusRu
"С этим хранилищем кэша несколько серверных процессов на одном хосте могут делиться кэшем. Хранилище кэша подходит для сайтов со трафиком до среднего, обслуживающихся на одном - двух хостах. Серверные процессы, запущенные на разных хостах, могут делиться кэшем при использовании общей файловой системы, но эта настройка не рекомендована.","С этим хранилищем кэша несколько серверных процессов на одном хосте могут делиться кэшем. Хранилище кэша подходит для сайтов с трафиком до среднего, обслуживающихся на одном - двух хостах. Серверные процессы, запущенные на разных хостах, могут делиться кэшем при использовании общей файловой системы, но эта настройка не рекомендована.",GitHubTypoCorpusRu
"Поведение комманды `fakeTeamwork` по-умолчанию заключается в том, чтобы просто ""инициировать"" коммит на master-е","Поведение команды `fakeTeamwork` по умолчанию заключается в том, чтобы просто ""инициировать"" коммит на master-е",GitHubTypoCorpusRu
"Метод можно вызвать либо передав экземпляр `\my\heavy\Dependency` самостоятельно, либо использовава","Метод можно вызвать либо передав экземпляр `\my\heavy\Dependency` самостоятельно, либо использовав",GitHubTypoCorpusRu
"          'созадть новый массив из элементов с помощью моей функции',","          'создавая новый массив из элементов с помощью моей функции',",GitHubTypoCorpusRu
"Если поле `message` в опции data не указать, Vue предупредит вас что функция рендеринга пытается получить доступ к несуществующему свойству.","Если поле `message` в опции data не указать, Vue предупредит вас, что функция рендеринга пытается получить доступ к несуществующему свойству.",GitHubTypoCorpusRu
* В случае инцендентов проводятся [пост мортемы](https://www.pagerduty.com/resources/learn/post-mortem-incident-report/).,* В случае инциндентов проводятся [пост мортемы](https://www.pagerduty.com/resources/learn/post-mortem-incident-report/).,GitHubTypoCorpusRu
"Для проектов малого и среднего размера, в которых JavaScript используется лишь для некоторых страниц, этот подход может прекрасно работать. В более же сложных проектах, или в случаях когда весь ваш фронтенд управляется JavaScript, явными становятся следующие недостатки:","Для проектов малого и среднего размера, в которых JavaScript используется лишь для некоторых страниц, этот подход может прекрасно работать. В более же сложных проектах или в случаях, когда весь ваш фронтенд управляется JavaScript, явными становятся следующие недостатки:",GitHubTypoCorpusRu
"Для этого уровня, давайте решим предыдущие задачи но с помощью *слияния (merging)*. Может быть поулчится слегка неказисто, однако такое упражнение хорошо отразит суть различий.","Для этого уровня, давайте решим предыдущие задачи, но с помощью *слияния (merging)*. Может быть получится слегка неказисто, однако такое упражнение хорошо отразит суть различий.",GitHubTypoCorpusRu
"Для работы большинства компонентов необходимо размещать их внутри блока `<Page>`, предпочтительно в слое (layout) компонента. Слои сообщают вагему приложению, как размещать компоненты на экране.","Для работы большинства компонентов необходимо размещать их внутри блока `<Page>`, предпочтительно в слое (layout) компонента. Слои сообщают вашему приложению, как размещать компоненты на экране.",GitHubTypoCorpusRu
Создание своей страктуры приложения,Создание своей структуры приложения,GitHubTypoCorpusRu
"* Когда вам нужно динамически установить аттрибут `src` у картинки, используйте `ng-src` вместо `src` с `{{ }}` внутри.","* Когда вам нужно динамически установить атрибут `src` у картинки, используйте `ng-src` вместо `src` с `{{ }}` внутри.",GitHubTypoCorpusRu
компонента. Для использование трейтов необходимо модифицировать класс.,компонента. Для использования трейтов необходимо модифицировать класс.,GitHubTypoCorpusRu
"              ""Именно это объясняет, почему сразу после клонирования Вы видите в консоле надпись:"",","              ""Именно это объясняет, почему сразу после клонирования Вы видите в консоли надпись:"",",GitHubTypoCorpusRu
"  поля регистрируемых комплектов ресурсов. Однако, как уже было сказано выше, эта возможность не распрастраняется на","  поля регистрируемых комплектов ресурсов. Однако, как уже было сказано выше, эта возможность не распространяется на",GitHubTypoCorpusRu
"Внимание! знать про все вещи, связанные с тем кому ты что должен – это твоя обязанность если, например, завтра SPD победит на выборах и примет закон о том что ты должен платить в пенсионный, значит ты должен сам разбираться.","Внимание! знать про все вещи, связанные с тем, кому ты что должен – это твоя обязанность если, например, завтра SPD победит на выборах и примет закон о том что ты должен платить в пенсионный, значит ты должен сам разбираться.",GitHubTypoCorpusRu
"Представления в [Backbone](https://backbonejs.org/) обычно используют HTML-строки или функции, создающие строковые шаблоны для создания DOM элементов. Этот механизм также может быть заменен рендерингом React-компонентов.","Представления в [Backbone](https://backbonejs.org/) обычно используют HTML-строки или функции, создающие строковые шаблоны для создания DOM-элементов. Этот механизм также может быть заменён рендерингом React-компонентов.",GitHubTypoCorpusRu
"  /** Наведение ТОЛЬКО на children, не не на тултип */","  /** Наведение ТОЛЬКО на children, а не на тултип */",GitHubTypoCorpusRu
"                      ""Вы можете рассматривать комманду `git push` как \""публикацию\"" своей работы. Эта комманда скрывает в себе множество тонкостей и ньюансов, с которыми мы познакомимся в ближайшее время, а пока что давайте начнём с малого..."",","                      ""Вы можете рассматривать команду `git push` как \""публикацию\"" своей работы. Эта команда скрывает в себе множество тонкостей и нюансов, с которыми мы познакомимся в ближайшее время, а пока что давайте начнём с малого..."",",GitHubTypoCorpusRu
"вы посчитать количество пьесс, написанных Шекспиром в 1591:","вы посчитать количество пьес, написанных Шекспиром в 1591:",GitHubTypoCorpusRu
"Для получения информации по подключению и настройке внешних словарей, читайте [внешние словари](../dicts/external_dicts.md).","Для получения информации по подключению и настройке внешних словарей, читайте раздел про [внешние словари](../dicts/external_dicts.md).",GitHubTypoCorpusRu
"Кроме имён таблиц, вы можете, также, как и в select, указывать подзапросы в виде объекта [[yii\db\Query]].","Кроме имён таблиц, вы можете так же, как и в select, указывать подзапросы в виде объекта [[yii\db\Query]].",GitHubTypoCorpusRu
## Квартирный вопрос,# Квартирный вопрос,GitHubTypoCorpusRu
Иставка кода блока в любое место через тег `{paste}`,Вставка кода блока в любое место через тег `{paste}`,GitHubTypoCorpusRu
"      department: [""Книги"", ""Фильмы, музыка и игры"", ""Электроника и компьютеры"", ""Дом, сад и инструмент"", ""Бакалея, здоровье и красота"", ""Игрушки, детское и для малышей"", ""Одежда, обувь и укражения"", ""Спорт и туризм"", ""Автомобильное и промышленное""]","      department: [""Книги"", ""Фильмы, музыка и игры"", ""Электроника и компьютеры"", ""Дом, сад и инструмент"", ""Бакалея, здоровье и красота"", ""Игрушки, детское и для малышей"", ""Одежда, обувь и упражнения"", ""Спорт и туризм"", ""Автомобильное и промышленное""]",GitHubTypoCorpusRu
"Этот метод не очень распространен, но особенно полезен в двух сценариях:","Этот метод не очень распространён, но особенно полезен в двух сценариях:",GitHubTypoCorpusRu
"Файл представления — это PHP-скрипт, содержащий HTML и PHP-код, в основном предназначеный для отображения","Файл представления — это PHP-скрипт, содержащий HTML и PHP-код, в основном предназначенный для отображения",GitHubTypoCorpusRu
"В Node.js исполнители тестов, например Jest [поддерживает фиктивные модули](https://jestjs.io/docs/ru/manual-mocks). Вы можете также использовать библиотеки, такие как [`mock-require`](https://www.npmjs.com/package/mock-require).","В Node.js исполнители тестов, например Jest [поддерживает фиктивные модули](https://jestjs.io/docs/ru/manual-mocks). Также вы можете использовать библиотеки, такие как [`mock-require`](https://www.npmjs.com/package/mock-require).",GitHubTypoCorpusRu
"Обычно, когда элемент с потомками помечен как `contentEditable`, появляется предупреждение, что он не будет работать. Данный атрибут скрывает это предупреждение. Поэтому используйте его, только если вы создаете похожую на [Draft.js](https://facebook.github.io/draft-js/) библиотеку, которая управляет `contentEditable` вручную.","Обычно, когда элемент с потомками помечен как `contentEditable`, появляется предупреждение, что он не будет работать. Данный атрибут скрывает это предупреждение. Поэтому используйте его, только если вы создаёте похожую на [Draft.js](https://facebook.github.io/draft-js/) библиотеку, которая управляет `contentEditable` вручную.",GitHubTypoCorpusRu
"* **Вам нравится JavaScript**: С NativeScript вы пишите ваше мобильное приложение на JavaScript. Не на Objective-C, не на Swift, и не на Java. Если вам нравится JavaScript, то вы полюбите писать нативные приложения для iOS и Andriod с помощью того же языка, который вы используете для веб- и/или Node-приложений.","* **Вам нравится JavaScript**: С NativeScript вы пишите ваше мобильное приложение на JavaScript. Не на Objective-C, не на Swift, и не на Java. Если вам нравится JavaScript, то вы полюбите писать нативные приложения для iOS и Android с помощью того же языка, который вы используете для веб- и/или Node-приложений.",GitHubTypoCorpusRu
"              ""К тому моменту как git clone завершит своё выполнение, у Вас будет лишь одна локальная ветка (так что вы ешё не сильно перегружены), но, если Вам будет интересно Вы сможете увидить все удалённые ветки (при желании)."",","              ""К тому моменту как git clone завершит своё выполнение, у Вас будет лишь одна локальная ветка (так что вы ещё не сильно перегружены), но, если Вам будет интересно, Вы сможете увидеть все удалённые ветки (при желании)."",",GitHubTypoCorpusRu
"Для приложения Hello World, современная сборка на 16% меньше. В production использование современной сборки приводит к значительному ускорению парсинга и исполнения кода, что повышает производительность загрузки приложения.","Для приложения Hello World современная сборка на 16% меньше. В production использование современной сборки приводит к значительному ускорению парсинга и исполнения кода, что повышает производительность загрузки приложения.",GitHubTypoCorpusRu
"                      ""Комманда `git push` ответственна за загрузку _Ваших_ изменений в указанный удалённый репозиторий, а также включение Ваших коммитов в состав удалённого репозитория. По окончанию работы комманды `git push` все Ваши друзья смогут скачать себе все сделанные Вами наработки."",","                      ""Комманда `git push` отвечает за загрузку _Ваших_ изменений в указанный удалённый репозиторий, а также включение Ваших коммитов в состав удалённого репозитория. По окончанию работы комманды `git push` все Ваши друзья смогут скачать себе все сделанные Вами наработки."",",GitHubTypoCorpusRu
"  Интеграция в devtools конкретного экземпляра Vuex. Например, передача `false` сообщает экземпляру хранилища Vuex, что не требуется подписываться на плагин devtools. Это будет полезно если у вас несколько хранилищ на одной странице. ","  Интеграция в devtools конкретного экземпляра Vuex. Например, передача `false` сообщает экземпляру хранилища Vuex, что не требуется подписываться на плагин devtools. Это будет полезно если у вас несколько хранилищ на одной странице.",GitHubTypoCorpusRu
"			/// Высичление extremes не имеет смысла и не нужно (если его делать, то в результате всего запроса могут взяться extremes подзапроса).","			/// Вычисление extremes не имеет смысла и не нужно (если его делать, то в результате всего запроса могут взяться extremes подзапроса).",GitHubTypoCorpusRu
"tile.block_stirling_generator.tooltip.detailed.line2=Может быть модернизирован, чтобы увеличить производство и эффективность с конденсаторами","tile.block_stirling_generator.tooltip.detailed.line2=Может быть модернизирован, чтобы увеличить производство и эффективность конденсаторами",GitHubTypoCorpusRu
"   * элемент, и  результат `renderValue` с этим элементом будет",   * элемент и  результат `renderValue` с этим элементом будет,GitHubTypoCorpusRu
			Brackets - проект с открытым исходным кодом. Веб-разработчики со всем уголков мира способствуют ,			Brackets - проект с открытым исходным кодом. Веб-разработчики со всех уголков мира способствуют ,GitHubTypoCorpusRu
"Поскольку комлект ресурсов это обычный PHP класс, он может содержать дополнительную логику, связанную с ним, и может","Поскольку комплект ресурсов это обычный PHP класс, он может содержать дополнительную логику, связанную с ним, и может",GitHubTypoCorpusRu
"Создаёт вспомогательные функции для связывания с компонентами для указанного пространства имён. Возвращаемый объект содержит `mapState`, `mapGetters`, `mapActions` и `mapMutations`, которые связаны с указанным пространством имён. [Подробнее](../guide/modules.md#подключение-с-помощью-вспомогательных-функций-к-пространству-имён)","Создаёт вспомогательные функции для связывания с компонентами для указанного пространства имён. Возвращаемый объект содержит `mapState`, `mapGetters`, `mapActions` и `mapMutations`, которые связаны с указанным пространством имён. [Подробнее](../guide/modules.md#подкnючение-с-помощью-вспомогатеnьных-функций-к-пространству-имён)",GitHubTypoCorpusRu
| `ios.systemIcon` | `String` | Устанавливет иконку для iOS.,| `ios.systemIcon` | `String` | Устанавливает иконку для iOS.,GitHubTypoCorpusRu
"Вы можете использовать `yii\mail\BaseMailer` и `yii\mail\BaseMessage` как базовые классы для вашего решения. Эти классы уже содержат базовую логику, которая описана в этом руководстве. Однако, их испольщование не обязательно, достаточно унаследоваться от `yii\mail\MailerInterface` и `yii\mail\MessageInterface` интерфейсов.","Вы можете использовать `yii\mail\BaseMailer` и `yii\mail\BaseMessage` как базовые классы для вашего решения. Эти классы уже содержат базовую логику, которая описана в этом руководстве. Однако, их использование не обязательно, достаточно унаследоваться от `yii\mail\MailerInterface` и `yii\mail\MessageInterface` интерфейсов.",GitHubTypoCorpusRu
"Мы видим, что все сторонние драйвера вызывают данную функцию для саморегистрации. При этом Go использует карту для сохранения информации о пользовательском драйвере внутри `databse/sql`.","Мы видим, что все сторонние драйвера вызывают данную функцию для саморегистрации. При этом Go использует карту для сохранения информации о пользовательском драйвере внутри `database/sql`.",GitHubTypoCorpusRu
"Проверяет что сообщение, является входящим",Проверяет что сообщение является входящим,GitHubTypoCorpusRu
"* Функии. Тег функции вызывает пользовательскую во время выполнения шаблона, результат функции будет выведен вместо тега.","* Функции. Тег функции вызывает пользовательскую во время выполнения шаблона, результат функции будет выведен вместо тега.",GitHubTypoCorpusRu
        hot: Назначенные вам задачи обновленные за последние сутки,"        hot: Назначенные вам задачи, обновленные за последние сутки",GitHubTypoCorpusRu
"  'Missing the temporary folder to store the uploaded file ""{file}"".' => 'Не найдена временна директория для хранения загруженного файла ""{file}"".',","  'Missing the temporary folder to store the uploaded file ""{file}"".' => 'Не найдена временная директория для хранения загруженного файла ""{file}"".',",GitHubTypoCorpusRu
"        ""Базовым строительным блоком нейронной сети является *слой*. Слои извлекают точные представления из данных, на которых их обучают. И конечно же будем надеяться что в конечном итоге они извлекут что-то полезное для наших практических задач.\n"",","        ""Базовым строительным блоком нейронной сети является *слой*. Слои извлекают точные представления из данных, на которых их обучают. И, конечно, будем надеяться, что в конечном итоге они извлекут что-то полезное для наших практических задач.\n"",",GitHubTypoCorpusRu
"	  * то объединение источников данных выполняется не на этом уровне, а не верхнем уровне.","	  * то объединение источников данных выполняется не на этом уровне, а на верхнем уровне.",GitHubTypoCorpusRu
"                    Для того чтобы построить validationInfo для нескольких контрол, скорее всего нужно","                    Для того чтобы построить validationInfo для нескольких контролов, скорее всего нужно",GitHubTypoCorpusRu
"Ключи стилей записываются в camelCase для обеспечения доступа к аналогичным свойствам DOM из JS (например, `node.style.backgroundImage`). Префиксы браузера [кроме `ms`](https://www.andismith.com/blog/2012/02/modernizr-prefixed/) должны начинаться с заглавной буквы. Вот почему `WebkitTransition` начинается с заглавной «W«».","Ключи стилей записываются в camelCase для обеспечения доступа к аналогичным свойствам DOM из JS (например, `node.style.backgroundImage`). Префиксы браузера [кроме `ms`](https://www.andismith.com/blog/2012/02/modernizr-prefixed/) должны начинаться с заглавной буквы. Вот почему `WebkitTransition` начинается с заглавной «W».",GitHubTypoCorpusRu
"Некоторые компоненты имеют зависимости в виде модулей, могут неправильно работать внутри тестовой среды или совсем не нужны при тестировании. Выборочная подмена таких модулей на фиктивные может быть полезна [<small>(пример)</small>](/docs/testing-recipes.html#mocking-modules).","Некоторые компоненты имеют зависимости в виде модулей, которые могут неправильно работать внутри тестовой среды или совсем не нужны при тестировании. Выборочная подмена таких модулей на фиктивные может быть полезна [<small>(пример)</small>](/docs/testing-recipes.html#mocking-modules).",GitHubTypoCorpusRu
"В большинстве слуаев, `jsdom` ведёт себя как обычный браузер, но без некоторых возможностей, например [разметки и навигации](https://github.com/jsdom/jsdom#unimplemented-parts-of-the-web-platform). Несмотря на это, `jsdom` полезен в большинстве тестов web-компонентов, так как выполняется быстрее, чем запуск браузера для каждого отдельного теста и запускается рядом с вашими тестами, что позволяет писать код проверки предполагаемого вывода на отрендеренную DOM.","В большинстве случаев, `jsdom` ведёт себя как обычный браузер, но без некоторых возможностей, например [разметки и навигации](https://github.com/jsdom/jsdom#unimplemented-parts-of-the-web-platform). Несмотря на это, `jsdom` полезен в большинстве тестов web-компонентов, так как выполняется быстрее, чем запуск браузера для каждого отдельного теста и запускается рядом с вашими тестами, что позволяет писать код проверки предполагаемого вывода на отрендеренную DOM.",GitHubTypoCorpusRu
"Ну вот мы и создали наше самое первое Vue-приложение! Выглядит довольно похоже на простой рендеринг шаблона, но Vue выполнил немало работы ""под капотом"". Данные и DOM теперь связаны, и всё **реактивно**. Откуда мы это знаем? Просто откройте консоль JavaScript в своём браузере, и задайте `app.message` другое значение. Вы увидите соответствующее изменение в отображении примера.","Вот мы и создали наше первое Vue-приложение! Выглядит довольно похоже на простой рендеринг шаблона, но Vue выполнил немало работы ""под капотом"". Данные и DOM теперь связаны, и всё **реактивно**. Откуда мы это знаем? Просто откройте консоль JavaScript в своём браузере, и задайте `app.message` другое значение. Вы увидите соответствующее изменение в отображении примера.",GitHubTypoCorpusRu
В противном случае основная проверки формы не будет завершена.,В противном случае основная проверка формы не будет завершена.,GitHubTypoCorpusRu
"1) Когда мы передаём `<Clock />` в `ReactDOM.render()`, React вызывает конструктор компонента. `Clock` должен отображать текущее время, поэтому мы задаем начальное состояние `this.state` объектом с текущим временем.","1) Когда мы передаём `<Clock />` в `ReactDOM.render()`, React вызывает конструктор компонента. `Clock` должен отображать текущее время, поэтому мы задаём начальное состояние `this.state` объектом с текущим временем.",GitHubTypoCorpusRu
"// в качетсве ключа используется столбец ""slug""","// в качестве ключа используется столбец ""slug""",GitHubTypoCorpusRu
"      department: [""Книги"", ""Фильмы, музыка и игры"", ""Электроника и компьютеры"", ""Дом, сад и инструмент"", ""Бакалея, здоровье и красота"", ""Игрушки, детское и для малышей"", ""Одежда, обувь и упражнения"", ""Спорт и туризм"", ""Автомобильное и промышленное""]","      department: [""Книги"", ""Фильмы, музыка и игры"", ""Электроника и компьютеры"", ""Дом, сад и инструмент"", ""Бакалея, здоровье и красота"", ""Игрушки, детское и для малышей"", ""Одежда, обувь и украшения"", ""Спорт и туризм"", ""Автомобильное и промышленное""]",GitHubTypoCorpusRu
"* opts — объект настрое, см. раздел [Upload options](#options)","* opts — объект настроек, см. раздел [Upload options](#options)",GitHubTypoCorpusRu
Ваш протол должени иметь класс реализации протокола как указан в документации [Stream Wrapper](http://www.php.net/manual/en/class.streamwrapper.php).,Ваш протокол должен иметь класс реализации как указано в документации [Stream Wrapper](http://www.php.net/manual/en/class.streamwrapper.php).,GitHubTypoCorpusRu
"  где, `$url` - это URL, который будет повешен на как ссылка на кнопку, `$model` - это объект модели для текущей строки и","  где, `$url` - это URL, который будет повешен как ссылка на кнопку, `$model` - это объект модели для текущей строки и",GitHubTypoCorpusRu
"В шаблонах вы можете привязываться к вычислимым свойствам ровно таким же образом, как и к обычным. Vue знает, что `vm.reversedMessage` зависит от `vm.message`, так что при обновлении `vm.message` обновятся и все элементы, зависящие от `vm.reversedMessage`. Приятнее всего то, что это отношение зависимости мы указали декларативно: геттер вычисляемого свойства является чистой функцией (pure function) и не имеет побочных эффектов, что упрощает как понимание кода, так и тестирование.","В шаблонах вы можете привязываться к вычисляемым свойствам ровно таким же образом, как и к обычным. Vue знает, что `vm.reversedMessage` зависит от `vm.message`, так что при обновлении `vm.message` обновятся и все элементы, зависящие от `vm.reversedMessage`. Приятнее всего то, что это отношение зависимости мы указали декларативно: геттер вычисляемого свойства является чистой функцией (pure function) и не имеет побочных эффектов, что упрощает как понимание кода, так и тестирование.",GitHubTypoCorpusRu
"Всё, [что сказано о `<transition>` в документации основной библиотеки](http://vuejs.org/guide/transitions.html), применимо и здесь.","Всё, [что сказано о `<transition>` в документации основной библиотеки](https://ru.vuejs.org/v2/guide/transitions.html), применимо и здесь.",GitHubTypoCorpusRu
Следующие два примера коды эквивалентны между собой:,Следующие два примера кода эквивалентны между собой:,GitHubTypoCorpusRu
tile.block_alloy_smelter.tooltip.detailed.line3=Обновление с конденсаторами увеличит скорость и накопление энергии,tile.block_alloy_smelter.tooltip.detailed.line3=Обновление конденсаторами увеличит скорость и накопление энергии,GitHubTypoCorpusRu
"Модели делятся на простые и типизированные. Простые модели имеют базовую функциональность, и могут иметь произвольный набор полей и значений.",Модели делятся на простые и типизированные. Простые модели имеют базовую функциональность и могут иметь произвольный набор полей и значений.,GitHubTypoCorpusRu
"                      ""Комманда `git push` отвечает за загрузку _Ваших_ изменений в указанный удалённый репозиторий, а также включение Ваших коммитов в состав удалённого репозитория. По окончанию работы комманды `git push` все Ваши друзья смогут скачать себе все сделанные Вами наработки."",","                      ""Команда `git push` отвечает за загрузку _Ваших_ изменений в указанный удалённый репозиторий, а также включение Ваших коммитов в состав удалённого репозитория. По окончанию работы команды `git push` все Ваши друзья смогут скачать себе все сделанные Вами наработки."",",GitHubTypoCorpusRu
